pid,ProductId,Post_Review,Platform,Rating,Date,Helpful,Label
28,B003OB0IB8,Bought this as a present and its so cute ❤️ breathing mode is amazing! worth buying! 😍,Amazon,5,18-01-21,,1
29,B003OB0IB8,"Actually disappointed as kept this as a gift for my new baby boy for months and got out the box and doesn't stay on nearly long enough,  cant return either as window has passed which pretty unfair really only 4 weeks as was keeping the item to the side for a gift for when he was born , and just really disappointed",Facebook,1,28-06-20,,1
30,B002SRYRE8,This is a lovely gift my great great niece loves it thank you.,Twitter,5,10-01-21,,0
31,B002SRYRE8,My 4 month old grandson absolutely loves his otter.,Amazon,5,28-01-20,1,1
32,B002SRYRE8,Bought as a gift for new family member.  Otter seems to be a big hit and soon sends her to sleep.,Instagram,4,23-08-20,,1
33,B002SRYRE8,Lovely gift for new grandson,Flipcart,5,24-01-21,,1
34,B001GVISJW,My Nephew loves this 😍,Amazon,5,17-01-20,,1
35,B001GVISJW,"Purchased this for my baby girl at 6weeks, and it has been an absolute god send. My little girl loves it and happily falls asleep to the soft music and lights and sounds. An absolute must have for all babies",Flipcart,5,18-02-21,,1
36,B001GVISJW,We bought this for our new born and loved it. especially the breathing function where its chest raises and lowers methodically. Unfortunately after only a couple of months we have been disappointed to find this function is no longer working.,Amazon,3,04-03-21,,1
37,B001GVISJW,Very good,Facebook,5,31-12-20,,0
38,B001GVISJW,Can’t wait to give this to my son for Christmas,Twitter,5,04-12-22,,1
39,B0017I8UME,My daughter well love it,Instagram,5,28-02-21,,1
40,B0017I8UME,"My little girl loves this item, very soothing and she loves the different sounds. Batteries last which is a bonus with toys!",Flipcart,5,22-02-20,,1
41,B0017I8UME,Seems Warm & Soothing For 👶,Amazon,5,27-11-20,,1
42,B0064KU9HO,Loved by our baby boy!,Flipcart,5,10-12-20,,1
43,B0037ZFEW4,"Bought this for my grandchild it is cute, soft and exactly as described.",Amazon,5,13-09-20,,1
44,B00374XSVY,"Lovely product, a great addition to my babies nighttime routine",Facebook,5,23-12-20,,1
45,B00374XSVY,My grandson absolutely loves this he goes to bed with it really worked,Twitter,5,08-01-21,,1
46,B005P0HHGK,Excellent soft fibre good quality,Instagram,5,06-01-20,,1
47,B002HQAXUW,A bit expensive but lovely soothing music,Flipcart,4,10-01-21,,1
48,B000SV90J8,"I got this for my granddaughter and its brilliant, highly recommended!",Amazon,5,18-02-20,,1
49,B000SV90J8,"Nice gift, breathing not as natural as expected.",Flipcart,4,24-11-20,,1
50,B0036VM05I,My baby love this teddy,Amazon,5,14-02-21,,1
51,B0036VM05I, Not happy about quality,Facebook,1,05-09-20,,1
52,B000ITVLE2,She loves it.Sleeps with it every night,Twitter,5,07-01-20,,0
53,B000ITVLE2,Was not snuggly for my grandson could feel the workings,Instagram,3,07-01-20,,1
54,B000ITVLE2,Very happy with it,Flipcart,5,18-01-21,,0
55,B000ITVLE2,No matter how many times I change the battery it runs out of charge within minutes,Amazon,1,09-12-20,,1
56,B000ITVLE2,"Superb, did the trick.",Flipcart,5,19-01-20,,0
57,B000ITVLE2,"Really good, my grandson loves this especially the white noise helps him sleep.",Amazon,5,11-01-20,,1
58,B000ITVLE2,My baby loves it so that's all that matters,Flipcart,5,01-01-21,,1
59,B003TQQKFQ,Absolutely amazing! My 5 months old daughter has fallen in love with it straight away and cuddles it to sleep.,Amazon,5,12-12-22,,1
60,B003TQQKFQ,The best toy for sleep to baby,Facebook,5,01-02-21,,1
61,B007B9J6G2,Soothing and peaceful,Twitter,5,11-07-20,,1
62,B0064KO0BU,Amazing little otter for babies,Amazon,5,13-11-22,,1
63,B0064KO0BU,This otter is a lifesaver!,Instagram,5,08-02-20,,1
64,B0064KO0BU,Thickness,Flipcart,5,14-02-21,,1
65,B001IUKD76,Amazing,Amazon,5,19-01-20,,1
66,B001IUKD76,"I’m so torn with this “toy”. I want to love it but I’m not sure if I do, hence giving it a mid-range rating.
It’s super cute, but not overly cuddly for a bedtime toy due to the power pack inside. The breathing function is really cute but the mechanism that pushes the tummy in and out is noisy and my daughter (16 months old) learnt very quickly that she could force it downwards so I’ve had to turn it off.
The buttons being on the inside means that it’s difficult to adjust any of the settings while you’re laying there with a baby possibly (probably) laying on one arm while you try to get them to sleep. It has a super stiff/scratchy Fisher Price label sticking out of the side, which could’ve been made from silky material as this is a comfort toy.
And the last negative - it’s really overpriced for what it is. It should be £25 at most!
Positives - as said, it’s really cute. You can wash it. The lullabies, breathing and heartbeat noises are all soothing and lovely and my daughter does really like it - which was the aim of buying it, so I guess it’s doing its job :)",Flipcart,3,18-09-22,9,1
67,B0081XN2HQ,this is  gorgeous it is for a gift  cant wait  to see it working proply,Amazon,5,30-11-20,,0
68,B0025VRCJY,Great quality and so cute! Really snuggly for my 4 month old granddaughter to fall asleep with and very proactive when she is awake. Soothing tune and comforting breathing motion. She loves it!,Facebook,5,28-01-20,1,1
84,B0025VRCJY,"I initially bought this for my 4month old son. I found it to be too big and heavy for him. I didn't' find the breathing mechanism helped at all for sleep. I ended up giving it to my 2.5-year-old who LOVED it.

What I like about it:
-Lighting - the otter emits a very soft, non-blue-light glow which I think is great and does not disrupt sleep.
-Battery life - I purchased this 3 months ago and I've had to replace the batteries once, and it is used nightly.
-very soft and cute washes well and still looks new.
-The older child loves it.

Drawbacks:
-I agree with previous reviewers that the breathing mechanism is quite loud. I can hear it from across the hallway when my daughter engages the button in the night. She doesn't seem to mind.
-While it's cute, I find it too large for younger babies, and even potentially dangerous for them in a crib. It's about the size of a cabbage patch doll.
-The settings are on the inside of the otter - so if you need to or want to change volume settings, you have to do so before the baby is in bed, or you might wake up the baby with the strong velcro closure.
- I also had a hard time getting the right settings working - it seems to be in demo mode at times...
-Small children can open the velcro on the back and pull out the light and breathing mechanism box. My daughter does this in the night sometimes and uses the inside mechanism as a flashlight. It's safe, but still annoying to have her remove it constantly, then ask me to put it back inside.

Overall, I think this is better suited to older babies or toddlers. My toddler's sleep has improved generally since this otter was introduced - she likes to take care of the otter and is comforted by the gentle glow and sweet songs.",Twitter,4,28-05-20,7,1
100,B0025VRCJY,"I am very unhappy with this product, which is surprising since I am a huge Fisher-Price fan. I think I must have received a defective item because the breathing and movement options only stay on for about 3 seconds. I have tried replacing batteries but that did not help. The music stays on long-term, but I got it for the breathing and sounds. I would return the item however my husband disposed of all packaging materials before I had a chance to use it. Extremely disappointed and a waste of $40.",Instagram,1,12-02-20,2,1
104,B0025VRCJY,"Amazing. Within 2 weeks of using this, my baby started sleeping by herself. She used to cry as soon as you put her down. The breathing and noise option work wonders. She loves it. The only bad thing is the button to turn it on is right on the front, so I have to turn it away from her or she'll turn it off",Flipcart,5,05-02-20,4,0
130,B0025VRCJY,"I bought this for my little guy when he started his 8 month sleep regression. It was a bit of a long shot but I was desperate! Wow, it really helped! He seems to find it really soothing. I put on the white noise function and the tummy rising/falling, which he loves. 2 months later and it’s an integral part of his bedtime routine! The light is very soft, not a disturbance at all. Highly recommend.",Amazon,5,24-11-20,1,1
158,B005CJVVJ8,"The mechanism is a little noisy when “breathing” and if the tummy touches baby when the otter takes a breath, the gentle pressure it creates turns the otter off. But I love the sounds and the light, their is a volume control which is great. Overall I like it, just wish it wasnt as sensitive.",Flipcart,3,13-01-20,2,1
192,B005CJVVJ8,"Super cute toy and very soft. I like that you can choose all the setting to personalize the otter like the sounds, volume, light and so on. The only thing I dont love is when you have the belly function on it make sort of a robotic noise and if baby is holding it tightly it makes a clicking noise as it tries to move. Overall great toy but a little bit pricey for a musical stuffed animal.",Amazon,3,24-01-21,,0
246,B005CJVVJ8,"Our daughter didn't care about it, and it certainly doesn't mellow her out. But she's 10 months, and very high energy. My wife thinks it's adorable.",Facebook,3,06-08-20,1,0
265,B005CJVVJ8,This is a great product! I love the unique breathing motion it has and the different sound options! This has definitely helps us with a baby who loves to be held while sleeping. My favourite setting is the breathing motion along with the fan sound for some white noise. I highly recommend!,Twitter,5,25-09-20,,0
280,B001KUUNP6,My son loves this toy. We have had it as his night time music since his birth and take it with us when we go anywhere. The sound volume can be adjusted and the fabric is washable .One of my go to toys for friends with newborn babies.,Instagram,5,27-03-20,1,1
304,B001KUUNP6,My kid sleep with this every day! I only wish it played for longer than 30 minutes at a time. I have to sneak into the nursery to restart it if I want my daughter to remain sleeping.,Flipcart,5,24-11-20,,1
312,B001KUUNP6,"We as parents were more happy to have it than our baby. He has it since he was 2 months old and till now he is 5 months old he has no interest on it, even he enjoys playing with all the other toys. I can’t really say that it helped our baby with sleep circle",Amazon,4,09-03-20,,1
334,B000NY8ODS,"We love this night light! Everything about it is adjustable/optional. Music on or off, light on or off, movement on or off and volume level and you can choose any combination of all of them. Plus the electrical unit is completely removable so that the otter can be washed.",Flipcart,5,07-01-21,,1
343,B00029XIZI,"Best thing we ever bought. Have purchased two, one for home and the other for daycare. A safe “friend” for baby to sleep with when they start sleeping on their own. Sounds are great and our daughter turns the light on, on the otters belly to find her soother at night. She sleeps 14 hours straight.",Amazon,5,14-01-21,,1
415,B004V6AH34,"Absolutely irresistible when it comes to cuteness.  Great quality from Fisher Price, a reliable brand.",Facebook,5,18-09-20,,1
483,B004V6AH34,"The controller inside of otter is too chunky and hard. I was expecting very soft snuggly toy for nighttime. my 1 1/2 old throw it out from crib all the time. She doesn’t like it.... :(  other than that, it works fine.",Twitter,3,25-08-20,,1
500,B004V6AH34,"My little one goes to sleep listening to the little otter singing/ breathing, etc. i like it alot and so does my son. I recommend it.",Instagram,5,07-01-20,,0
546,B004V6AH34,Probably the most useful toy we bought for the babies. It calms and help the Baby falling sleep. Among several sound effects you would find the one you Baby love. The sound quality is also very calming and it doesn’t  sound cheap. The light effect is also soothing.,Flipcart,5,08-11-20,,1
547,B004V6AH34,"Too big and not very soft. It’s actually quite hard, you can feel the “machine” underneath the thin fur. So I didn’t think it was cuddly enough to fulfill its intention of being a lovey.",Amazon,2,22-02-20,,1
550,B0028C44Z0,"Well made, bigger than anticipated, nice packaging",Flipcart,5,07-10-20,,0
575,B0028C44Z0,Child hugs it in the car seat  is very comforting,Amazon,5,20-10-20,,1
577,B0028C44Z0,"My baby really enjoys this toy! The only ""complain"" I have for it is the inside controller. I wish you could control it with an app or an external control remote. But other than that this is the sweetest toy I've ever bought for my baby.",Flipcart,5,28-02-21,,1
680,B0028C44Z0,"Arrived in time, exactly as expected and as the picture. Very nice melodies, not too loud. Belly goes up and down, very calming.",Amazon,5,04-01-20,,1
690,B0028C44Z0,Thank you,Facebook,5,29-01-20,,1
700,B0028C44Z0,AAA+++,Twitter,5,26-11-20,,1
717,B0028C44Z0,So cute and cuddely. Baby adores it.,Amazon,5,23-06-20,,1
724,B0028C44Z0,Super,Instagram,5,15-03-20,,1
728,B0028C44Z0,This is the sweetest thing and my daughter loves it! Its soft and the music is lovely. It is a really comforting toy!,Flipcart,5,14-01-20,,1
741,B0028C44Z0,Super,Amazon,5,27-12-20,,1
781,B0028C44Z0,Perfect,Flipcart,5,05-01-20,,1
798,B0028C44Z0,They loved the gift,Amazon,5,01-12-20,,1
828,B0028C44Z0,Top,Facebook,5,14-10-20,,1
830,B0028C44Z0,My daughter tells me my new grandaughter loves this stuffed toy,Twitter,5,26-02-21,,1
861,B0028C44Z0,My granddaughter adores this otter. It helps her to go to sleep every night.,Instagram,5,25-09-20,,1
911,B0028C44Z0,"Broken in 1 week, vibrant function not working",Flipcart,3,22-01-21,,1
930,B0009XLVGA,Super,Amazon,5,02-12-22,,0
931,B0009XLVGA,This product was exactly what I thought it would be. No disappointments!,Flipcart,5,04-01-20,,1
961,B0009XLVGA,My son loved it.,Amazon,5,26-03-20,,1
975,B0009XLVGA,Perfect gift for all new moms,Facebook,5,04-01-20,,1
995,B0009XLVGA,"Very cute toy for my new granddaughter ...Soothing ,relaxing",Twitter,5,12-12-22,,1
1010,B002TDK0VK,Brought this for my grandson and he loves it so does his older sister,Instagram,5,10-07-20,,1
1020,B002TDK0VK,Works nicely and good noise level control.,Flipcart,5,02-01-21,,1
1035,B002TDK0VK,Super!,Amazon,5,26-05-20,,1
1041,B0040WAG7Q,Exactly as described and fast delivery very happy 😊,Flipcart,5,14-02-21,,1
1056,B001EO5ZMO,New born babies should have . We love it,Amazon,5,29-10-20,,1
1102,B001EO5ZMO,Top,Facebook,5,08-12-22,,1
1119,B001EO5ZMO,super.,Twitter,5,20-11-22,,1
1126,B001EO5ZMO,Super,Instagram,5,22-01-20,,1
1137,B001EO5ZMO,Loveee it,Flipcart,5,28-09-22,,1
1141,B001EO5ZMO,THE BEST,Amazon,5,15-04-20,,1
1166,B001EO5ZMO,Super!,Flipcart,5,20-01-20,,1
1170,B001SATU8E,Super!,Amazon,5,14-10-20,,1
1319,B007JFV6RK,"The button to activate this is on the otter's tummy and very sensitive.  So, if my upset baby activates it, it turns itself off IMMEDIATELY at the first ""breath"" it takes because the tummy expands and presses the button against the cuddling baby.  If I turn it on and keep it away from him, it's a miracle. But he can never touch it or go near it or it will turn off IMMEDIATELY.  I have to watch these cry/calm/cry/calm dramas over the baby monitor and it's infuriating.  The Fisher Price ""Snug a puppy"" stays on for 15 minutes once pressed.  I thought it was annoying at first, ""Why can't I turn this thing off!?"" But now I get it.  This thing could be revolutionary but it amounts to junk because the very sensitive button is smack dab in the center of the glowing and moving tummy which, of course, is where any baby or toddler will want to touch and cuddle immediately.  Please make a new version that stays on!!!!!! And contact me or send it to me!!!!!!!! This thing is amazing when I play ""keep away"" with it but totally impossible to use for the purpose of self soothing.  Just mom initiated and overseen soothing. Not good for babies who can move on their own.",Flipcart,2,01-10-22,69,1
1379,B007JFV6RK,"Attention: Could contain traces of German translation and self-mockery.

Oh my god. This is the cutest soother of my toy collection. And it is huge!
I'm a German toy collector and allthough I'm blind I immedeately fell in love with this otter. YouTube and technology makes it possible. I just had to have it! Unfortunately it didn't last long. To tell you the truth... Not even a year later and the motor is wornout so strong that it sounds like a mixture of a chainsaw and a drone. Not really soothing. And no joke, I couldn't find it anywhere online or in stores. But here!
The otter arrived earlier as planned and now it is guarded like the apple of my eye.
And yes I know that I'm actually a grown woman... But hey, think positive. It doesn't just help babies drifting off to dreamland. Anyway, I have to leave and sit myself in the garden to enjoy this calming music again. And again. And again. And... *snore*
(Okay, all jokes aside... I hope my grammar is not too bad.)",Amazon,5,15-03-20,23,0
1380,B007JFV6RK,"To be honest I don't get all the excitement about this fuzz ball. I personally think its waaaay overpriced for the few functions that it has! A very good substitute toy for this one is an elephant which has star projector/music/heart beat from Walmart for $15, I got as baby shower gift which is much more on demand than this toy. I only like the music verity, its very soft and beautiful, but I hate that it has the light that you can't jut switch off, it turns on w/ music. Or you can't disable to ""breathing"". There is a very stiff mechanical device inside the body so you gotta watch this toy dropping on the floor. Would have returned it immediately if we haven't recycled the packaging box. We opened allot of baby toys that day and all the wrapping was placed in trash can. I ended up just re-gifting this toy to another person as is who had triplets.",Facebook,2,02-01-20,16,1
1381,B001L4ELRW,"I don't normally write reviews, but for this I will. Its cute, very soft. The night light and music is great. But the motor in it that makes it appear to be ""breathing"" which is the soothe factor for babies, honestly its pretty noisy....for $40. Kind of has a annoying hum to it. I think if you're going to pay 40$ for something like this it should be dead silent. Furthermore when I turned it on, it squeaked every time the belly went up, it was annoying. I actually took it apart, opened up the electronic box and found that the up and down part of the mechanism, is operated by a motorized wheel and and a tiny rubber belt. Not kidding, I WD-40'd that rubber belt. It took 2 hours to carefully put it all back together. It has to line up perfectly for the moving parts to work perfectly. There is no more squeak, thank god. The motor still has a quiet hum to it. Honestly my kid likes to turn it on an off and could care less to cuddle it. More so its a 40$ otter that entertains her and holds her pacifiers for her at night. Nice idea, but kinda overpriced.",Twitter,3,14-02-20,11,0
1382,B003SO503C,This little cutie is super soft and has a lot of functions. I thought it would be a hard toy since it does the fake breathing and would feel more like a robot toy but it’s actually soft and airy. The breathing sound and womb sounds are my babies favorite so far. I would definitely recommend this !,Amazon,5,02-06-22,19,0
1383,B003SO503C,"So, I saw this and then decided to buy it.  This toy soothes your newborn, and sometimes it provides the feeling of someone sleeping next to me baby, it plays music, has a heartbeat feature and it has this little fan!  My newborn likes or does not know it exists all I know is that he sleeps good and longer with it.  Not bad for the money",Instagram,5,08-06-22,11,1
1384,B003ZFXJDW,Our newborn loves this otter; she watches it until she falls asleep and if we don’t turn it on she will make a sound to let us know she wants it on. She has slept great with this otter; she prefers the white noise option with the light and breathing motion. I would recommend this soother to anyone! We are contemplating buying a second one just in case something were to happen to the one we have.,Flipcart,5,30-07-22,12,1
1385,B003ZFXJDW,"I wanted to love this but it’s too much maintenance to utilize. Definitely something parents can wait to buy when the baby is 8 months or older. I wish I didn’t have to open the back of the sloth every time I want to utilize everything the sloth does. I would also like it to be more stuffed/squishy to hold, it fall short on the cuddling factor. The box inside in huge and obviously hard. The sound and vibration has good payoff but user friendly it’s not unless you’re content just pushing the tummy to do 1 thing versus going to the back and opening it up over and over to utilize everything it can do. Btw the back opening is made of velcro. I think it’s over priced for the payoff factor of enjoyment that  is lacking with this toy to sooth a baby or toddler.",Amazon,3,18-10-20,2,1
1386,B003ZFXJDW,"I purchased this late one sleepless night while I tried to get her sleep on her own in her bed. She didn't take to it until she was about 8 months old, but now it's MUST HAVE. She loves it. She'll gently touched the ""breathing"" stomach and lay there watching the glowing fade in and out. She likes the music best. What I love; all the options. There's heartbeat, swooshing sounds, music and you can control the loudness too. You could have no light on or no breathing if you wanted. It's fantastic. The only complaint I have is that if she pushes on the tummy or cuddles it too hard, it turns off. So, until she learns to push it back on...well, that's up to Mommy and Daddy. Overall though; highly recommend.",Flipcart,5,08-01-21,2,0
1387,B001HTL6CY,"I was recommended to buy this by a family member who had purchased it for her kids.

Prior to purchasing I did read some concerning reviews and was a little skeptical as it’s pretty pricey but wanted to give it a chance. The toy is extremely soft and easy to set up to use. The functions allow you to choose music, a light which you can dim or brighten and breathing function. We used this combo for my 1 yr old and she would fall asleep watching it.

Less than a month later sadly I have to return it as the belly doesn’t move up and down for more than 10 seconds it’s also cuts off the music and light before I even leave her room. Pressing the belly back in I can hear a loud clicking sound that wasn’t there when initially turning it on. I hope this isn’t a ongoing issue as I’m unsure if I want to order another one.",Amazon,2,07-02-21,1,1
1388,B000WFRMRW,"This is a very sweet gift to comfort little ones. I had never seen the Soothe and Snuggle Otter before, but I bought it off of a baby registry and it is very very cute. It plays sounds/music, it has a soft light, and it even has a breathing motion which makes his belly move up and down. It also has controls which let you decide what you want on or off. The recipient loves it.Note: For safety reasons, do not leave it in the crib with the baby unattended, and when the baby is sleeping it should be removed from the crib altogether.",Facebook,5,11-08-20,1,0
1389,B000WFRMRW,He’s much bigger than I originally thought he would be! My daughter seems to like it ok but I’m not sure he was worth the amount of money. I’ve already had to replace the batteries and she’s only two months old - I don’t even use it every night! The snoring is a little creepy with the stomach movement but my daughter likes the heartbeat sound with the lighted belly most. I think if the price point was a little lower it would definitely be worth it.,Twitter,4,27-08-20,1,1
1390,B001EO5ZME,"A little expensive but my 1 yr old daughter loves it. It helped with her separation anxiety at this stage when going to bed. I like that you can choose which features are played together. You can have it breath with light on, breath with light off, don't breath but play music with light on, etc etc. Totally customizable in that sense..",Instagram,5,13-02-20,3,1
1391,B0093NIWVO,"I bought this for my 6 yo who struggles with nightmares but after unboxing it I feel like I should buy one for each of my three kids and one for myself! It is unbelievably soothing and soft and quiet and adorable. It actually kind of feels like I’m holding a sleeping baby otter. The light is very soft, as is the music volume and pacing. So calming. Definitely good for not just babies.",Flipcart,5,16-07-20,1,1
1392,B001EO5ZMY,"My son loves his otter. He started using it at a week old and is 5 weeks now. We use it every night, it soothes him right down. He loves music and it has a very calming melody.  We can easily take it wherever we go. It's very soft! Love the breathing feature and that you can remove the otter part and throw it into the wash, we've had a few close calls so that's a bonus.",Amazon,5,13-04-20,1,1
1393,B001EO5ZMY,"My kids love this and it's a great idea, but the motor is noisy. Which is annoying considering how it's kind of expensive! I wish they would just go all the way with this lovely thing and take the time to put in a quieter device for the stomach movement.My kids still use it every night and I love the soft lullabies. Not at all creepy or loud or obnoxious sounding. very nice, soft music.",Flipcart,4,25-04-20,1,1
1394,B001EO5ZMY,I bought this product months ago for when my son was born. The otter is very cute and I was excited to use it. However I just started using it and it turns on and shuts off after 15 seconds and gets stuck in the up position and won’t go back down and the music turns off. I really wanted to love this product.  It is so cute and soft but not worth the money. I returned the product,Amazon,2,24-03-20,1,1
1395,B001EO5ZMY,"Good product over all but little pricey. You can find a similar toy for about 25$. We had it now for about a month. The toy uses up the batteries quickly so make sure to stock up on them. My favorite sound is the white noise which soothes our colicky baby. The toy is pretty large, has volume control which is perfect. Good variety of sounds. The moving belly seems to be unnecessary and doesn’t make a difference for our baby. The glow feature is great. The material is soft. I gave it 4 stars because while the toy is awesome, I wish it had a sound self activation feature  for when baby cries and you can’t turn it on. I hope the manufacturer considers this. Our baby loves this toy and we take it with us everywhere.",Facebook,4,15-11-20,,0
1396,B001EO5ZMY,"The sound machine and the breathing of the otter was great and would help my son fall asleep. It worked for about a week and then when you pushed the button it would make a noise for a couple seconds then stop. Agree with other reviews, that sometimes the “breathing” mode would make a loud sound but it wasn’t consistent. Unfortunately it seems this toy is not reliable in performing as described so hard to recommend this to anyone especially at its price point.",Twitter,2,22-01-21,,1
1397,B001EO5ZMY,"A bit pricey, but this was the only thing that helped put our baby to sleep for the first few weeks after he was home.",Instagram,5,02-09-22,2,0
1398,B007TFONH0,This feels nice and soft. My son didn’t like the music or the weight. He likes our dogs ikea lion better. I ended up taking the battery pack out. This is a very expensive night light that I had to take out of my son’s crib because he was stepping on the otter to lean over. I’ve removed the pack and he plays with as a stuffed animal.,Flipcart,3,14-11-20,,1
1399,B007TFONH0,Omg this thing is so cute. I bought it as a gift for someone and they loved it. My daughter wasn’t pleased when she discovered it wasn’t for her! I may need to buy another based on the cute factor alone!,Amazon,5,28-08-22,3,0
1400,B007TFONH0,"This thing was such a disappointment! It turns off after about a second of playing. It worked well a couple times in the beginning so I was hopeful it was just a glitch because I didn’t change the battery’s from when it was in its packaging, but no. It makes no difference. Waste of money",Flipcart,1,07-02-20,3,1
1401,B000GGKQSO,"My little one loves this little otter, she immediately grabbed it and snuggled up with it! She’s currently 5 months. I love the breathing motion, my only gripe is that it’s in the front on the belly so if she squishes it too hard she turns it off. Then I have to press it to turn it back on again. Other than that, great product!",Amazon,4,22-11-22,,0
1402,B007J32WX4,"I love this little otter. It's adorable, soft, and the sound machine in it is great. It has a lot of configuration options and our 3 month old likes it. I usually leave it on the womb sounds while she naps which helps her to sleep, in my opinion, better. The sound goes for about 30 minutes which is great.",Facebook,5,04-01-21,,1
1403,B0017129DC,"This is a baby shower gift for my soon to be born great grand baby! So cute, cuddly and has a heart beat, breathing, and 30 minutes of lullabies. Couldn’t be more pleased.",Twitter,5,14-07-20,1,1
1404,B0002567IW,"Works well enough, and I like the features, but the ""breathing"" tiny makes a lot of mechanical noise and has started to squeak after about 6 weeks of use. It also gets stuck sometimes, and I have to force it out of its jammed position, so I wonder if it's going to break at some point.",Instagram,3,09-12-22,,1
1405,B0048IC328,"It’s super cute and this would be great, but the motor makes this loud squeaking sound and has the very first time I turned it on. Changed the batteries and that didn’t work. For the amount of money it was, I’m pretty disappointed.",Flipcart,2,23-07-20,1,0
1406,B0048IC328,"I love the otter my granddaughter had so I bought one on Amazon for my other granddaughter. I was excited to give it to her, but when it plays the expanding bag in the belly which mo es to imitate breathing makes a popping sound when it is in motion. The sound takes away from the soothing that the item is intended for.  I'm disappointed.",Amazon,3,24-02-20,,0
1407,B0048IC328,"It’s like a snuggle buddy! I practice infant safe sleeping, but before putting my son to bed, I turn on the otter. I will put lullabies on, the white noise, or sometimes the heartbeat. My infant son likes to be held to go to sleep, which sometimes can take awhile. As a single mother who had to work in the am, that is sometimes difficult. But by placing the otter next to him, with his pack, he starts to get sleepy and then I can eventually move him to his bassinet and let momma get some sleep! The quality is great, better than I’ve seen on the other products like this! I will be recommending this to other new moms!",Flipcart,5,22-01-21,,0
1408,B0025WIAN0,"The otter is so cute and is very soft. However, it’s not as snuggly as you might think. I understand there needs to be hard parts to make the otter work. The top is soft though and my 5 month old loves it. Since we bought it he sleeps a lot better. I would definitely recommend it.",Amazon,5,15-09-22,1,1
1409,B00821UN4M,My 2 month old loves this otter almost as much as I do. The lullabies and breathing motions are perfect and soothing.,Flipcart,5,14-06-22,6,1
1410,B00821UN4M,We use this as the “sound machine” for our newborn and it’s amazing! As a professional musician myself I recognize all the songs that are being played and I love how most of the songs are classical themed music! The breathing setting helps calm him down and if he does happen to wake up the glow of the stomach will distract him and he will fall back asleep. This was a great purchase. It is well worth it!The otter itself is soft and the different fabric on the ears is really silky. I highly recommend this if you’re thinking about purchasing it as a gift for somebody or for your own baby.,Amazon,5,16-12-20,,1
1411,B00473RWXY,"It is very cute and the light is nice and soft. The sounds are ok but dont play long enough. The ""breathing"" feature has a weird mechanical sound to it so didnt use it. I was excited to get this, but ultimately would not recommend",Facebook,3,22-11-22,,1
1412,B002MV23XM,"I returned this. I got it originally for the features and wondered if it’d be a mistake since the outside is not removable and washable. I was so surprised that it was not even for snuggling, it was so hard! For the money especially, I couldn’t understand why this child’s sleeping lovey was not in the least bit “snuggly” advertised.",Twitter,3,08-07-20,,0
1413,B002MV23XM,I love the little otter...worked well to help baby sleep but after 4 months with minimal use the belly stopped working and the music would play for about 2 seconds and shut off. I love the music though and it will still play by pressing the play button in the back.,Amazon,4,09-04-20,,0
1414,B000LKZK7C,I bought this as a baby present.  I had to play with it a little before I gave it away though. It's so soft.  And such a cute little otter.  The music is soft and comforting. The button in the tummy lights up with a soft glow. And it breathes!  Such a cute concept!,Instagram,5,24-10-20,,1
1415,B000LKZK7C,I’ve been eyeing this soother since I got the notification that Fischer price was making it. My little one loves it so much! Only downside is that the settings are easily changed through the fabric in the back. Still adorable though!,Flipcart,4,02-01-20,1,1
1416,B000LKZK7C,"Excellent quality baby soother. It’s soft and light, just the right size snuggle buddy for my 4 month old. The volume is perfect, not too loud, and the quality of sound is smooth and soothing. I just love it. It’s so cute, and it does it’s job well.",Amazon,5,28-12-20,,1
1417,B000LKZK7C,My 10 month old really started fighting bedtime recently. I decided to get this over the glow warm or bs soothing animals and I'm glad I did! This does so much and you can control what is played as well as the volume.. It runs for a good amount of time too. It's helped me and my little guy when its comes to bedtime. Has even put my boyfriend to sleep. We love this adorable little sea otter! Id completely recommend this!!,Flipcart,5,28-09-20,,1
1418,B000LKZK7C,This otter really does breath! Its a little hard but overall quality is great. The music it plays is soothing and plays for a long time so you don't have to get up every five minutes to turn it back on! It has a little glow light on its belly and my 9 month old seems to love it! Definitely too big for a newborn- 6 month old but worth it to sleep train your baby!,Amazon,5,16-09-20,,1
1419,B000LKZK7C,"I was wondering if it can soothe my baby girl's tension before sleep, so I play the music and found my baby fall asleep quickly when hearing the music. The volume can be adjusted easily and I can switch o white noise mode from the buttons on the otter's back. Although the price is kind of higher than my budget, it works great and is so cute that my baby and I feel joyful when the otter is playing music.",Facebook,5,24-12-20,,1
1420,B000LKZK7C,"Honestly I returned this. The reviews were great but for 40 bucks, this is like any other toy that makes sounds to my baby. It didn’t phase him and like what other reviewers said, if you lightly touch the stomach it stops playing music and stuff so it just sat next to him... eh",Twitter,2,14-02-20,,1
1421,B000LKZK7C,"The outside of the product is soft, but is otherwise very hard. The price did not seem to match the overall quality of the product when compared to other products that are similar.",Instagram,3,01-02-20,,0
1422,B000LKZK7C,She absolutely adores him. At a year old she can’t push his light/ button on her own but she knows where it’s at and loves watching him breath and play music.  Super soft and cuddly.,Flipcart,5,16-02-20,,0
1423,B000LKZK7C,After our sons last sleep buddy gave out on us I searched for something similar and this is the closest I found. He seems to enjoy it. It definitely has a mechanical sound when the breathing feature is engaged but it doesn’t bother us at all.,Amazon,5,17-12-22,,1
